STORE NUMBER,UPC,SKU #,Name,Manufacturer,SEGMENT,PTS of Distro,% of Distro,Yes/No
,63598526089,,WHITE CLAW HARD SELTZER BLACK CHERRY 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580006,,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580026,,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 3 VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598526039,,WHITE CLAW HARD SELTZER MANGO 1/24C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598510033,,WHITE CLAW HARD SELTZER MANGO 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598526087,,WHITE CLAW HARD SELTZER MANGO 6/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580157,,WHITE CLAW HARD SELTZER PEACH 6/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598526066,,WHITE CLAW HARD SELTZER RASPBERRY 6/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580134,,WHITE CLAW HARD SELTZER REFRSHR LEMONADE VARIETY PACK  12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598526044,,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT 1/24C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598520028,,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT 6/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580108,,WHITE CLAW HARD SELTZER SURF VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598500002,,WHITE CLAW HARD SELTZER SURGE BLOOD ORANGE 1/16C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598500004,,WHITE CLAW HARD SELTZER SURGE CRANBERRY 1/16C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580080,,WHITE CLAW HARD SELTZER SURGE VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598554890,,WHITE CLAW HARD SELTZER VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,SELTZER,,,1
,63598580197,,WHITE CLAW VODKA SODA VARIETY 8/12C,MARK ANTHONY BRANDS INC,RTD,,,1
,70277000001,,WIDMER BROTHERS HEFEWEIZEN 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,,, 
,85016200865,,10 BARREL PUB LAGER 18/12C,ANHEUSER-BUSCH INBEV,ECONOMY,,,1
,63598580173,,2 HOOTS HALF & HALF 1/24C,MARK ANTHONY BRANDS INC,FMB,,, 
,63598580171,,2 HOOTS HARD ICED TEA ORIGINAL 1/24C,MARK ANTHONY BRANDS INC,FMB,,, 
,85961200143,,21ST AMENDMENT BREW FREE OR DIE BLOOD ORANGE IPA 1/19.2C,21ST AMENDMENT BREWERY,CRAFT,,,1
,85961200131,,21ST AMENDMENT BREW FREE OR DIE BLOOD ORANGE IPA 6/12C,21ST AMENDMENT BREWERY,CRAFT,,,1
,85961200102,,21ST AMENDMENT SEASONAL 6/12C,21ST AMENDMENT BREWERY,CRAFT,,, 
,8954053529,,ABSOLUT GRAPEFRUIT PALOMA SPARKLING 4/12C,PERNOD RICARD,RTD,,, 
,79844900824,,ACE PINEAPPLE CRAFT CIDER 6/11-12C,CALIFORNIA CIDER COMPANY,CIDER,,,1
,79844901006,,ACE SPACE BLOODY ORANGE CIDER 1/19.2C,CALIFORNIA CIDER COMPANY,CIDER,,,1
,79844900903,,ACE TROPICAL VARIETY PACK CIDER 12/12C,CALIFORNIA CIDER COMPANY,CIDER,,,1
,8769200083,,ANGRY ORCHARD CRISP APPLE 12/12C,BOSTON BEER CO,CIDER,,,1
,8769201362,,ANGRY ORCHARD HARD CORE 6/11-12C,BOSTON BEER CO,CIDER,,,1
,8769201173,,ANGRY ORCHARD PEACH MANGO HARD FRUIT CIDER 6/11-12C,BOSTON BEER CO,CIDER,,, 
,8769200821,,ANGRY ORCHARD VARIETY PACK 12/12C,BOSTON BEER CO,CIDER,,,1
,88734134008,,APEROL SPRITZ READY-TO-SERVE 3/200ML BOTTLE,CAMPARI GROUP,RTD,,, 
,3876636120,,ASAHI SUPER DRY DRAFT 6/12B,ASAHI BEER U.S.A. INC,IMPORT,,, 
,85535200849,,ATHLETIC FREE WAVE HAZY IPA NA 6/12C,ATHLETIC BREWING COMPANY,NON-ALC,,, 
,85535200805,,ATHLETIC RUN WILD IPA NA 6/12C,ATHLETIC BREWING COMPANY,NON-ALC,,, 
,72802850542,,AVANA MARGARITA 4/12C,VITALBEV INC.,RTD,,, 
,72802850541,,AVANA PALOMA 4/12C,VITALBEV INC.,RTD,,, 
,86009053519,,AVANA VARIETY 8/12C,VITALBEV INC.,RTD,,,1
,8048098542,,BACARDI LIMON AND LEMONADE 4/12C,BACARDI USA INC,RTD,,, 
,8048098544,,BACARDI RUM PUNCH 4/12C,BACARDI USA INC,RTD,,,1
,72213055509,,BEAR REPUBLIC RACER 5 INDIA PALE ALE 12/12B,DRAKE'S BREWING COMPANY,CRAFT,,,1
,8248812300,,BECKS 12/12B,ANHEUSER-BUSCH INBEV,IMPORT,,, 
,81096002671,,BELCHING BEAVER PHANTOM BRIDE IPA 1/19.2C,BELCHING BEAVER BREWERY,CRAFT,,,1
,7199009516,,BLUE MOON BELGIAN WHITE ALE 12/12B,MOLSON COORS BREWING,CRAFT,,,1
,7199009511,,BLUE MOON BELGIAN WHITE ALE 6/12B,MOLSON COORS BREWING,CRAFT,,,1
,7199009591,,BLUE MOON LIGHT SKY CITRUS WHEAT 6/12C,MOLSON COORS BREWING,CRAFT,,,1
,8780000071,,BLUE MOON MANGO WHEAT 6/12B,MOLSON COORS BREWING,CRAFT,,, 
,1820025006,,BUD ICE 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,,,1
,1820000245,,BUD ICE 1/32B,ANHEUSER-BUSCH INBEV,ECONOMY,,,1
,1820025001,,BUD LIGHT 1/25C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820000769,,BUD LIGHT 12/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053047,,BUD LIGHT 12/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820097009,,BUD LIGHT 12/16B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053308,,BUD LIGHT 18/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053218,,BUD LIGHT 18/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053349,,BUD LIGHT 24/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820021986,,BUD LIGHT 3/25C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053030,,BUD LIGHT 30/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820053716,,BUD LIGHT 36/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,, 
,1820000833,,BUD LIGHT 6/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820025508,,BUD LIGHT CHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820020351,,BUD LIGHT CHELADA 12/12C,ANHEUSER-BUSCH INBEV,CHELADA,,, 
,1820097006,,BUD LIGHT CHELADA 3/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820025527,,BUD LIGHT CHELADA EXTRA LIME 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820025976,,BUD LIGHT CHELADA MANGO 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,, 
,1820014990,,BUD LIGHT LIME 12/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820025014,,BUD LIGHT LIME LIME A RITA 1/25C,ANHEUSER-BUSCH INBEV,FMB,,,1
,1820025505,,BUD LIGHT LIME STRAW BER RITA 1/25C,ANHEUSER-BUSCH INBEV,FMB,,,1
,1820020327,,BUD LIGHT NEXT 12/12C,ANHEUSER-BUSCH INBEV,SUPER PREMIUM,,,1
,1820018992,,BUD LIGHT PLATINUM LAGER 12/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820020994,,BUD LIGHT PLATINUM LAGER 12/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820020333,,BUD LIGHT SELTZER HARD SODA VARIETY PACK 12/12C,ANHEUSER-BUSCH INBEV,SELTZER,,, 
,1820028686,,BUD LIGHT SELTZER VARIETY PACK 24/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820025000,,BUDWEISER 1/25C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820000771,,BUDWEISER 12/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820011047,,BUDWEISER 12/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820097008,,BUDWEISER 12/16B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820011308,,BUDWEISER 18/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820011218,,BUDWEISER 18/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820021985,,BUDWEISER 3/25C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820011030,,BUDWEISER 30/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820011716,,BUDWEISER 36/12C,ANHEUSER-BUSCH INBEV,PREMIUM,,, 
,1820000834,,BUDWEISER 6/12B,ANHEUSER-BUSCH INBEV,PREMIUM,,,1
,1820025509,,BUDWEISER CHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820025510,,BUDWEISER CHELADA PICANTE 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820020038,,BUDWEISER ZERO 12/12C,ANHEUSER-BUSCH INBEV,NON-ALC,,,1
,1820025003,,BUSCH 1/25C,ANHEUSER-BUSCH INBEV,ECONOMY,,, 
,1820086031,,BUSCH LIGHT 30/12C,ANHEUSER-BUSCH INBEV,ECONOMY,,,1
,60275501169,,CALI SQUEEZE HEFEWEIZEN VARIETY PACK 12/12C,DUVEL MOORTGAT USA,CRAFT,,,1
,85115400495,,CALICRAFT COOL KIDZ JUICY IPA 6/12C,CALICRAFT BREWING CO,CRAFT,,, 
,86000276780,,CALIFORNIA SELTZER HIBISCUS LIME CAN  6/12C,CALIFORNIA SELTZER COMPANY,SELTZER,,, 
,81009579011,,CASA AZUL TEQUILA SODA LIME MARGARITA 4/12C,GREENGOS CARIBBEAN CANTINA CO,RTD,,, 
,81009579025,,CASA AZUL TEQUILA SODA VARIETY 8 PK 8/12C,GREENGOS CARIBBEAN CANTINA CO,RTD,,,1
,81582901006,,CAYMAN JACK MARGARITA 6/11B,MARK ANTHONY BRANDS INC,FMB,,,1
,81582901153,,CAYMAN JACK MARGARITA VARIETY PACK 12/12C,MARK ANTHONY BRANDS INC,FMB,,,1
,81582901172,,CAYMAN JACK MARGARITA ZERO SUGAR 1/24C,MARK ANTHONY BRANDS INC,FMB,,,1
,81582901175,,CAYMAN JACK MARGARITA ZERO SUGAR 6/11.2B,MARK ANTHONY BRANDS INC,FMB,,, 
,81582901182,,CAYMAN JACK STRAWBERRY MARGARITA 1/24C,MARK ANTHONY BRANDS INC,FMB,,,1
,4257205101,,CLAUSTHALER AMBER NA 6/12B,BINDING BRAUEREI USA,NON-ALC,,, 
,4257205715,,CLAUSTHALER NA 6/12B,BINDING BRAUEREI USA,NON-ALC,,,1
,7199010071,,COORS 1/24C,MOLSON COORS BREWING,PREMIUM,,,1
,7199000047,,COORS 12/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199010020,,COORS 18/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199017026,,COORS 3/24C,MOLSON COORS BREWING,PREMIUM,,,1
,7199010033,,COORS 30/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199017028,,COORS 6/12B,MOLSON COORS BREWING,PREMIUM,,,1
,7199030065,,COORS LIGHT 1/24C,MOLSON COORS BREWING,PREMIUM,,,1
,7199030069,,COORS LIGHT 12/12B,MOLSON COORS BREWING,PREMIUM,,,1
,7199000048,,COORS LIGHT 12/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199009527,,COORS LIGHT 15/16B,MOLSON COORS BREWING,PREMIUM,,,1
,7199030078,,COORS LIGHT 18/12B,MOLSON COORS BREWING,PREMIUM,,,1
,7199030017,,COORS LIGHT 18/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199030120,,COORS LIGHT 3/24C,MOLSON COORS BREWING,PREMIUM,,,1
,7199030030,,COORS LIGHT 30/12C,MOLSON COORS BREWING,PREMIUM,,,1
,7199030094,,COORS LIGHT 36/12C,MOLSON COORS BREWING,PREMIUM,,, 
,7199030005,,COORS LIGHT 6/12B,MOLSON COORS BREWING,PREMIUM,,,1
,7199030104,,COORS LIGHT 9/16B,MOLSON COORS BREWING,PREMIUM,,, 
,7199077005,,COORS NA 6/12B,MOLSON COORS BREWING,NON-ALC,,, 
,8066095641,,CORONA EXTRA 1/24B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095643,,CORONA EXTRA 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095615,,CORONA EXTRA 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095695,,CORONA EXTRA 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095680,,CORONA EXTRA 18/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495002,,CORONA EXTRA 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095608,,CORONA EXTRA 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095408,,CORONA EXTRA 24/7B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495037,,CORONA EXTRA 3/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095605,,CORONA EXTRA 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095401,,CORONA EXTRA 6/7B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400025,,CORONA FAMILIAR 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095683,,CORONA FAMILIAR 1/32B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495053,,CORONA FAMILIAR 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400010,,CORONA FAMILIAR 24/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495051,,CORONA FAMILIAR 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400149,,CORONA HARD SELTZER SELTZERITA VARIETY PACK 12/12C,CONSTELLATION BRANDS,SELTZER,,,1
,3354400181,,CORONA LIGHT  24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,, 
,8066095675,,CORONA LIGHT 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,8066095625,,CORONA LIGHT 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400184,,CORONA NON-ALCOHOLIC 6/12B,CONSTELLATION BRANDS,NON-ALC,,,1
,3354495047,,CORONA PREMIER 1/24C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495042,,CORONA PREMIER 12/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495044,,CORONA PREMIER 12/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400018,,CORONA PREMIER 18/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400097,,CORONA PREMIER 18/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400156,,CORONA PREMIER 24/12C,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354495041,,CORONA PREMIER 6/12B,CONSTELLATION BRANDS,MEXICAN IMPORT,,,1
,3354400205,,CORONA REFRESCA HARD TROPICAL PUNCH GUAVA 1/24C,CONSTELLATION BRANDS,FMB,,,1
,8200079865,,CROWN ROYAL WHISKEY LEMONADE 4/355ml,DIAGEO SPIRITS COMPANY USA,RTD,,,1
,81675102120,,CUTWATER GRAPEFRUIT TEQUILA PALOMA 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102199,,CUTWATER LONG ISLAND ICED TEA 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102168,,CUTWATER MAI TAI 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102210,,CUTWATER MANGO MARGARITA 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102123,,CUTWATER MARGARITA 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102248,,CUTWATER PINA COLADA 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102207,,CUTWATER TEQUILA VARIETY 6/355ML CANS,ANHEUSER-BUSCH INBEV,RTD,,, 
,81675102060,,CUTWATER VODKA MULE 4/12C,ANHEUSER-BUSCH INBEV,RTD,,, 
,76317620006,,DESCHUTES BLACK BUTTE PORTER 6/12B,DESCHUTES BREWERY,CRAFT,,, 
,76317618007,,DESCHUTES FRESH HAZE IPA 6/12C,DESCHUTES BREWERY,CRAFT,,, 
,76317619012,,DESCHUTES FRESH PK VARIETY 12/12C,DESCHUTES BREWERY,CRAFT,,,1
,76317613019,,DESCHUTES FRESH SQUEEZED IPA 1/19.2C,DESCHUTES BREWERY,CRAFT,,, 
,76317612007,,DESCHUTES FRESH SQUEEZED IPA 6/12C,DESCHUTES BREWERY,CRAFT,,, 
,8982630046,,DOS EQUIS LIME AND SALT 0.0 6/12C,HEINEKEN USA INC,NON-ALC,,, 
,7231123012,,DOS EQUIS XX LAGER ESPECIAL 12/12B,HEINEKEN USA INC,MEXICAN IMPORT,,,1
,8982623055,,DOS EQUIS XX LAGER ESPECIAL VARIETY PACK 12/12C,HEINEKEN USA INC,MEXICAN IMPORT,,, 
,8982630040,,DOS EQUIS XX LIME & SALT LAGER ESPECIAL 1/24C,HEINEKEN USA INC,MEXICAN IMPORT,,, 
,85495700296,,DRAKES DENOGGINIZER DOUBLE IPA 1/19.2C,DRAKE'S BREWING COMPANY,CRAFT,,,1
,85661900248,,DUST BOWL DIRTY 30S PALE ALE 6/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85003463110,,DUST BOWL HOBO PILSNER 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,,,1
,85003463115,,DUST BOWL HOPS DOUBLE IPA 4/16C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900265,,DUST BOWL HOPS OF WRATH IPA 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900280,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900281,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 12/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900266,,DUST BOWL PEACE LOVE & HAZE HAZY IPA 6/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900263,,DUST BOWL TACO TRUCK LAGER 12/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900239,,DUST BOWL TACO TRUCK LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85661900294,,DUST BOWL TACO TRUCK LIME LAGER 6/12C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85003463109,,DUST BOWL THE GOLD 1 6/12C,DUST BOWL BREWING COMPANY,CRAFT,,,1
,85661900210,,DUST BOWL THERAPIST NO APPOINTMENT NECESSARY IMPERIAL IPA 1/22B,DUST BOWL BREWING COMPANY,CRAFT,,, 
,85003463107,,DUSTBOWL TACO TRUCK LIME 1/19.2C,DUST BOWL BREWING COMPANY,CRAFT,,, 
,81790400921,,ELYSIAN HAZY 96 IPA 6/12B,ANHEUSER-BUSCH INBEV,CRAFT,,,1
,81790400086,,ELYSIAN SPACE DUST 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,,,1
,1820025816,,ESTRELLA JALISCO 1/24C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,,,1
,1820098404,,ESTRELLA JALISCO 24/12B,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,,,1
,1820029092,,ESTRELLA JALISCO 24/12C,ANHEUSER-BUSCH INBEV,MEXICAN IMPORT,,,1
,1820025946,,ESTRELLA JALISCO MANGO MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,1820020148,,ESTRELLA JALISCO MANGO MICHELADA 8/12C,ANHEUSER-BUSCH INBEV,CHELADA,,, 
,1820026009,,ESTRELLA JALISCO TROPICAL CHAMOY MICHELADA 1/25C,ANHEUSER-BUSCH INBEV,CHELADA,,,1
,85464800506,,FALL RIVER HEXAGENIA IPA 6/10.7C,FALL RIVER BREWING COMPANY,CRAFT,,, 
,85464800526,,FALL RIVER NUMB NUMB JUICE HAZY IPA 4/16C,FALL RIVER BREWING COMPANY,CRAFT,,, 
,85001767004,,FARMERS 530 UNFILTERED WHEAT ALE 6/12C,FARMERS BREWING CO.,CRAFT,,, 
,85001767001,,FARMERS LIGHT  6/12C,FARMERS BREWING CO.,CRAFT,,,1
,85001767010,,FARMERS SUN UP 'TIL SUN DOWN SESSION IPA 6/12C,FARMERS BREWING CO.,CRAFT,,, 
,85001767007,,FARMERS VALLE MEXICAN LAGER 6/12C,FARMERS BREWING CO.,CRAFT,,, 
,85001596704,,FEATHER FALLS CALIFORNIA HAZE NEW ENGLAND STYLE DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,,, 
,85001596702,,FEATHER FALLS SNAKE EYES DOUBLE IPA 4/16C,FEATHER FALLS BREWING,CRAFT,,, 
,85001596701,,FEATHER FALLS VOLCANO MUDSLIDE SWEET STOUT 4/16C,FEATHER FALLS BREWING,CRAFT,,, 
,60275501083,,FIRESTONE 805 CERVEZA 12/12B,FIRESTONE BREWING,CRAFT,,,1
,60275501079,,FIRESTONE 805 CERVEZA 12/12C,FIRESTONE BREWING,CRAFT,,,1
,60275501261,,FIRESTONE CALI SQUEEZE BLOOD ORANGE HEFEWEIZEN 1/24C,FIRESTONE BREWING,CRAFT,,,1
,60275501126,,FIRESTONE WALKER  805 1/32B,FIRESTONE BREWING,CRAFT,,,1
,60275500628,,FIRESTONE WALKER 805 12/12B,FIRESTONE BREWING,CRAFT,,,1
,60275500635,,FIRESTONE WALKER 805 12/12C,FIRESTONE BREWING,CRAFT,,,1
,60275500659,,FIRESTONE WALKER 805 18/12C,FIRESTONE BREWING,CRAFT,,,1
,60275500630,,FIRESTONE WALKER 805 24/12B,FIRESTONE BREWING,CRAFT,,,1
,60275500626,,FIRESTONE WALKER 805 6/12B,FIRESTONE BREWING,CRAFT,,,1
,60275501128,,FIRESTONE WALKER 805 CERVESA 1/32B,FIRESTONE BREWING,CRAFT,,,1
,60275501070,,FIRESTONE WALKER DOUBLE HOPNOSIS IPA 1/19.2C,FIRESTONE BREWING,CRAFT,,,1
,60275501111,,FIRESTONE WALKER MIND HAZE DOUBLE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,,,1
,60275501038,,FIRESTONE WALKER MIND HAZE IPA 1/19.2C,FIRESTONE BREWING,CRAFT,,,1
,60275500950,,FIRESTONE WALKER MIND HAZE IPA 12/12C,FIRESTONE BREWING,CRAFT,,,1
,60275500949,,FIRESTONE WALKER MIND HAZE IPA 6/12C,FIRESTONE BREWING,CRAFT,,,1
,60275501138,,FIRESTONE WALKER TROPICAL HAZY MIXED PACK VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,,,1
,60275500311,,FIRESTONE WALKER VARIETY PACK 12/12C,FIRESTONE BREWING,CRAFT,,,1
,7089701331,,FOSTERS LAGER 1/25C,MOLSON COORS BREWING,IMPORT,,,1
,7089718331,,FOSTERS SPECIAL BITTER ALE 1/25C,MOLSON COORS BREWING,IMPORT,,,1
,64286013024,,FOUNDERS ALL DAY IPA 1/19.2C,FOUNDERS BREWING CO,CRAFT,,, 
,64286090024,,FOUNDERS ALL DAY IPA 15/12C,FOUNDERS BREWING CO,CRAFT,,, 
,89521600104,,FOUR LOKO FRUIT PUNCH 1/24C,PHUSION PROJECTS INC,FMB,,,1
,84980600095,,FOUR LOKO SOUR APPLE 1/24C,PHUSION PROJECTS INC,FMB,,,1
,84980600472,,FOUR LOKO USA - SOUR WHITE CHERRY  1/1/24C,PHUSION PROJECTS INC,FMB,,, 
,81007878065,,FRESCA MIXXED TEQUILA PALOMA 4/12C,CONSTELLATION BRANDS,RTD,,,1
,81007878068,,FRESCA MIXXED VODKA SPRITZ 4/12C,CONSTELLATION BRANDS,RTD,,,1
,81062803242,,GOLDEN ROAD CALIFORNIA CLASSICS 12/12C,ANHEUSER-BUSCH INBEV,CRAFT,,, 
,81062803008,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 1/25C,ANHEUSER-BUSCH INBEV,CRAFT,,, 
,85689500384,,GOLDEN ROAD MANGO CART MANGO WHEAT ALE 6/12C,ANHEUSER-BUSCH INBEV,CRAFT,,,1
,85624700504,,GOLDEN STATE GINGERGRASS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,,, 
,85624700518,,GOLDEN STATE JAMAICA CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,,,1
,85624700505,,GOLDEN STATE MIGHTY DRY HARD CIDER 1/19.2C,GOLDEN STATE CIDER CO,CIDER,,,1
,85624700500,,GOLDEN STATE MIGHTY DRY HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,,,1
,85624700502,,GOLDEN STATE MIGHTY HOPS HARD CIDER 4/16C,GOLDEN STATE CIDER CO,CIDER,,, 
,85442100302,,GREAT BASIN ICHTHYOSAUR ICKY IPA 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,,, 
,85442100327,,GREAT BASIN OUTLAW MILK STOUT 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,,, 
,85442100314,,GREAT BASIN WILD HORSE ALE 6/12B,GREAT BASIN BREWING COMPANY,CRAFT,,, 
,8382012534,,GUINNESS DRAUGHT 0.0 NA 4/14.9C,DIAGEO BEER COMPANY USA,NON-ALC,,, 
,8382010403,,GUINNESS DRAUGHT 12/11B,DIAGEO BEER COMPANY USA,IMPORT,,, 
,8382012360,,GUINNESS DRAUGHT 4/7C,DIAGEO BEER COMPANY USA,IMPORT,,, 
,8382010401,,GUINNESS DRAUGHT 6/11B,DIAGEO BEER COMPANY USA,IMPORT,,,1
,8382012368,,GUINNESS DRAUGHT 8/15C,DIAGEO BEER COMPANY USA,IMPORT,,, 
,8382012393,,GUINNESS EXTRA STOUT 6/12B,DIAGEO BEER COMPANY USA,IMPORT,,,1
,8417396808,,HAPPY DAD HARD SELTZER VARIETY PACK 12/12C,HAPPY DAD LLC,SELTZER,,,1
,7289000654,,HEINEKEN 0.0 12/11C,HEINEKEN USA INC,NON-ALC,,,1
,7289000621,,HEINEKEN 0.0 6/11B,HEINEKEN USA INC,NON-ALC,,,1
,7289000119,,HEINEKEN 1/24C,HEINEKEN USA INC,IMPORT,,,1
,7289000016,,HEINEKEN 12/12B,HEINEKEN USA INC,IMPORT,,,1
,7289000020,,HEINEKEN 12/12C,HEINEKEN USA INC,IMPORT,,,1
,7289000031,,HEINEKEN 24/12B,HEINEKEN USA INC,IMPORT,,,1
,7289000011,,HEINEKEN 6/12B,HEINEKEN USA INC,IMPORT,,,1
